PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
03c5I,6B1/1R6/6pk/8/6K1/8/1p5P/1rb5 b - - 0 43,b1a1 b7h7,491,97,100,161,endgame master mate mateIn1 oneMove,https://lichess.org/Kk2YGyeg/black#86,,
03c9m,r3Q2k/q6p/7B/3P4/P7/1P3P2/KPb3P1/4R3 b - - 10 35,a8e8 e1e8,448,91,100,297,endgame master mate mateIn1 oneMove pillsburysMate,https://lichess.org/ZeMFiirE/black#70,,
03cFQ,5r1k/1pR5/p5pp/8/4bP2/1Q4P1/P2q3P/2R4K w - - 1 32,h1g1 d2g2,1055,76,100,205,endgame mate mateIn1 oneMove,https://lichess.org/fHM1ns7v#63,,
03cWT,8/8/p7/8/4K3/1P6/k7/8 w - - 0 47,e4d4 a2b3 d4d3 a6a5 d3d2 b3b2,1563,76,100,1424,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/pGtJGs50#93,,
03dEm,7r/2pR1pkr/1p2p1p1/4P3/1P3PPq/P1P2Q1p/3R2PB/6K1 w - - 13 34,f3h3 h4e1,918,77,100,197,mate mateIn1 middlegame oneMove,https://lichess.org/GHYhrhgK#67,,
03deT,r2q1b1r/pp2nQpk/8/3P1N1p/2Pn1PP1/N2p2P1/PP6/R1B1K2R b KQ - 0 17,e7f5 h1h5 f5h6 h5h6 h7h6 f7h5,2198,76,100,401,attraction long mate mateIn3 middlegame pin,https://lichess.org/CHlpYjqc/black#34,Benoni_Defense Benoni_Defense_Old_Benoni,
03dw0,8/8/P7/6k1/1R6/6p1/r5P1/6K1 w - - 2 60,b4b3 a2a1 b3b1 a1b1,782,78,100,140,endgame mate mateIn2 rookEndgame short,https://lichess.org/KKRAXB0D#119,,
03eOY,2rr2k1/pp2pp1p/6p1/2nqN3/8/2QbP3/PP3PPP/3RKB1R b K - 4 16,d5a2 e5d3 c5d3 d1d3 c8c3 d3d8 g8g7 b2c3,2460,137,100,65,equality intermezzo middlegame veryLong,https://lichess.org/IViaPbrK/black#32,,
03eid,r3kb1r/ppp3p1/2nq1np1/3p4/2PPp3/8/PP2BPPP/RNBQ1RK1 w kq - 1 11,c4c5 d6h2,563,86,100,347,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/XJq1DaNb#21,Scandinavian_Defense Scandinavian_Defense_Other_variations,
03fGe,3r2k1/2p3p1/2p1pn2/3q3p/2Q1pP2/6PP/PPP5/1K2R1B1 w - - 2 28,c4c3 d5d1 e1d1 d8d1,750,78,100,171,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/pJhvkCBu#55,,
03fg2,8/6kp/2p3p1/2P2p2/8/2q1P3/r4PPP/2R3K1 w - - 0 33,c1c3 a2a1 c3c1 a1c1,548,88,100,162,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/k8Pi8yk4#65,,
03fwW,3r2k1/5pp1/p1N1p2p/1p6/3q1P2/P4Q1P/6PK/8 b - - 1 36,d4d5 c6e7 g8f8 e7d5,962,75,100,275,advantage endgame fork master short,https://lichess.org/0YdlBN8n/black#72,,
03fwn,r1b2r2/p1p2pkp/1p1p1qp1/3P1NQ1/2P1P2R/2Nn4/PP4PP/6K1 b - - 1 21,c8f5 g5h6 g7h8 h6h7,1109,77,100,90,mate mateIn2 middlegame short,https://lichess.org/ngVGRGqA/black#42,,
03gtp,5rk1/R2P2p1/1p5p/8/3p4/8/PPr3PP/3R2K1 w - - 1 25,d1d4 c2c1 d4d1 c1d1,665,82,100,354,endgame mate mateIn2 rookEndgame short,https://lichess.org/gIoruVfy#49,,
03gvn,8/6pk/4B1rp/p4p2/5P1P/4QP1K/1q6/R6R w - - 7 44,e6f5 b2g2,793,77,100,189,endgame mate mateIn1 oneMove,https://lichess.org/1d4eZAHf#87,,
03hmP,1r6/5pk1/6p1/6P1/4P3/3P2P1/PP1K2pQ/8 w - - 3 42,h2g2 b8b2 d2c3 b2g2,968,116,100,23,crushing endgame master queenRookEndgame short skewer,https://lichess.org/EOJt62Ns#83,,
03iWa,r2q3k/1p4pn/5b1p/pNB1n3/P2p2b1/1B1Q4/1PP2PPP/R4RK1 w - - 1 25,d3d4 e5f3 g2f3 f6d4,1135,195,100,7,middlegame,https://lichess.org/dd0SlDKU#49,,
03jKe,8/1b3pk1/1P2p3/4P2p/1RpP1n2/2P5/5K1P/8 w - - 0 36,f2e3 f4d5 e3d2 d5b4,1013,76,100,267,crushing endgame fork short,https://lichess.org/CnTpf6Jx#71,,
03kAQ,8/3n4/5k1p/1pPBp3/1P4KP/8/8/8 w - - 1 51,g4h5 f6g7 h5g4 d7f6 g4f5 f6d5,1727,74,100,282,crushing endgame fork long,https://lichess.org/dIvbj1Il#101,,
03l9S,3R4/pR6/1bN1pk1p/8/4r1p1/1P4P1/P6P/7K w - - 2 33,d8d7 e4e1 h1g2 e1g1,1045,76,100,278,endgame mate mateIn2 short,https://lichess.org/Ly6cyn9t#65,,
03lCR,r1bq1r2/3nn1k1/5pB1/ppp1pPpN/3pP3/P2P4/1PP2NP1/R1Q2RK1 b - - 3 23,g7h6 f2g4,1044,78,100,341,master mate mateIn1 middlegame oneMove,https://lichess.org/ayaE3O23/black#46,,
03lR8,2r3k1/5pb1/p5pp/1p2p3/1B1rR3/P3R2P/Bn3PP1/6K1 b - - 9 31,b2d3 e4d4 e5d4 e3d3 c8c1 g1h2,1272,75,100,860,advantage capturingDefender defensiveMove long middlegame,https://lichess.org/ZMr6QTu7/black#62,,
03lYh,8/7P/5n2/8/8/pk6/1p6/1K6 w - - 1 56,h7h8q a3a2,814,76,100,195,advancedPawn endgame master mate mateIn1 oneMove,https://lichess.org/WCnNYjQ0#111,,
03lv9,r3k2r/pp3ppp/1q6/2bpn3/4n1b1/1PP2N2/PB2BPPP/RN1Q1RK1 w kq - 2 12,f3e5 c5f2 f1f2 b6f2,901,216,100,18,crushing kingsideAttack middlegame short,https://lichess.org/MlumDK8X#23,Indian_Defense Indian_Defense_Spielmann-Indian,
03mv2,8/8/6p1/8/5KPk/8/8/8 b - - 5 80,g6g5 f4f5 h4h3 f5g5,906,80,100,433,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/MGKIFNov/black#160,,
03naU,4r1k1/pb5p/1p4p1/3pn3/2qB4/2P4P/PPB2RP1/5QK1 w - - 4 35,f1e1 e5f3 g2f3 e8e1,932,77,100,451,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/DZM230XU#69,,
03ney,2R2rk1/5ppp/3qpn2/n7/3P4/r3PPPP/4N1B1/2Q2RK1 b - - 4 23,a3e3 c8f8 d6f8 c1e3,1183,76,100,407,advantage intermezzo middlegame short,https://lichess.org/4Cv5lJP6/black#46,,
03p4G,r1b2rk1/pp1n2pB/1q5p/3p2b1/8/1NP2R1P/P1Q3PB/5R1K b - - 2 25,g8h8 f3f8 d7f8 f1f8,571,81,100,178,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/5lgBNaeD/black#50,,
03pES,r1b2qk1/p4Bpp/1pp2p2/8/3P1b2/1QP2N1P/PP3PP1/4R1K1 b - - 0 18,f8f7 e1e8,1037,76,100,880,master mate mateIn1 middlegame oneMove pin,https://lichess.org/VCFyh5Z7/black#36,Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation,
03pfe,r1bqr1k1/1p1n1ppB/p1p1pn1p/3p2N1/2PP3P/2P1P3/P1QB1PP1/R3K2R b KQ - 5 12,g8h8 g5f7,595,86,100,155,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/44WUelCe/black#24,Nimzo-Indian_Defense Nimzo-Indian_Defense_Three_Knights_Variation,
03pkb,5r1k/7p/3p2n1/q2P1p2/2P5/1P3PQ1/2B1RP1P/7K w - - 0 41,g3d6 a5a1 c2b1 a1b1,1007,79,100,51,advantage endgame master short,https://lichess.org/ANQnybvJ#81,,
03prJ,r1b2rk1/pp4p1/1nn3N1/3p1P1Q/1q6/1N4P1/PP3P1P/4RK1R b - - 2 21,f8f5 e1e8 f5f8 e8f8,2185,75,100,265,crushing kingsideAttack middlegame short,https://lichess.org/EK9JZrXk/black#42,,
03puQ,3r4/p4kbp/b1B1pnp1/6B1/4N3/2p5/Pr3PPP/R1R3K1 b - - 1 20,d8c8 e4d6 f7g8 d6c8,844,79,100,206,advantage fork middlegame short,https://lichess.org/2Ia1vjIj/black#40,,
03q7Y,2k5/pp3p1r/B1R1p3/P2qPb2/3r1np1/8/1P3PpP/2R2QK1 b - - 0 26,c8d8 c6c8 d8e7 c1c7,1210,78,100,259,crushing master middlegame short,https://lichess.org/ZIPYqbKP/black#52,,
03qCC,r3r1k1/ppp3pp/8/3q1b2/8/7P/PPP2PP1/1K1R1B1R w - - 0 19,d1d5 e8e1 d5d1 e1d1,505,83,100,255,endgame mate mateIn2 queensideAttack short,https://lichess.org/xeA6AmIP#37,,
03qfY,1k1r3r/ppp2p2/6p1/4P3/8/1P3B2/P2P1qPP/R2QR2K w - - 2 21,e1e2 h8h2 h1h2 d8h8 f3h5 h8h5,1266,76,100,383,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/VcCxLGpm#41,,
03r1E,r3kb1r/ppp1qp1p/2n4p/4p3/8/4PN1P/PPP2PP1/R2QKB1R w KQkq - 0 10,f1b5 e7b4 f3d2 b4b5,903,78,100,275,advantage fork middlegame short,https://lichess.org/dCymrg5v#19,Englund_Gambit Englund_Gambit_Hartlaub-Charlick_Gambit,
03r6k,8/5p2/2r3k1/p1P5/5PP1/r3B2P/4K3/2R5 b - - 0 35,c6e6 f4f5 g6f6 f5e6,903,78,100,328,crushing endgame fork short,https://lichess.org/6Wv99dDI/black#70,,
03r8Y,8/p1p3rk/1p2p2p/4Q3/5P2/2P2b1K/P1P5/8 w - - 21 35,e5e6 f3g4 e6g4 g7g4 h3g4 h7g6,1355,76,100,2108,crushing defensiveMove endgame fork long,https://lichess.org/ZuhvTyJw#69,,
03rBl,r2q4/ppp3p1/2nk3r/2p1p3/4P1Q1/2NP2P1/PPP5/R4RK1 b - - 3 18,d8e7 c3b5,929,79,100,537,mate mateIn1 middlegame oneMove,https://lichess.org/mjcE5Dns/black#36,Petrovs_Defense Petrovs_Defense_Other_variations,
03rXN,8/5pkp/4p1p1/p2pPPK1/8/1r6/7r/2R5 b - - 0 35,a5a4 f5f6 g7h8 c1c8,938,89,100,57,endgame mate mateIn2 rookEndgame short,https://lichess.org/rXyBQTub/black#70,,
03sBK,r2r2k1/2R3p1/5pNp/p4N2/Pn2P3/7P/1P4P1/6K1 b - - 3 28,g8h7 c7g7,921,83,100,450,endgame mate mateIn1 oneMove,https://lichess.org/QNVILkwd/black#56,,
03sd0,8/8/8/3k4/p3pp1p/P1P4P/4K3/7B w - - 0 60,h1g2 f4f3 g2f3 e4f3,510,99,100,100,bishopEndgame crushing endgame fork master short,https://lichess.org/ZVzHBm5J#119,,
03spI,5r1k/7p/7P/4pN2/1pP2qP1/rP1Q4/5P2/1K1R4 b - - 3 36,f8a8 d3d8 a8d8 d1d8,574,99,100,506,endgame master mate mateIn2 sacrifice short,https://lichess.org/DcZGvSBQ/black#72,,
03uD9,5k2/p4pp1/5n1p/1Pqp4/5b2/P7/1P2Q1PP/4B2K b - - 1 27,c5d6 e1b4 d6b4 a3b4,1256,136,100,35,advantage endgame pin short,https://lichess.org/vceUtNWv/black#54,,
03uml,1r6/1r2p1b1/6pk/ppB5/3P1P1p/P1PKP3/1R6/1R6 w - - 0 33,c3c4 b5c4 d3c4 b7b2,1040,77,100,204,crushing discoveredAttack endgame short,https://lichess.org/BvldG37d#65,,
03vYt,1r4k1/3q1pPp/3Pr3/p2B4/P5P1/1p1P3P/1P3Q2/5RK1 b - - 2 28,d7d6 f2f7,604,87,100,379,endgame mate mateIn1 oneMove,https://lichess.org/dn31GS1l/black#56,,
03wOM,r1b2bnr/ppppkBpp/8/8/3nq3/5N2/PPPP1KPP/RNBQ3R b - - 1 8,e7f7 f3g5 f7g6 g5e4,882,78,100,659,advantage fork opening short,https://lichess.org/o8dV4ka2/black#16,Italian_Game Italian_Game_Blackburne-Kostic_Gambit,
03wQ4,2k1r3/7p/1p6/6Q1/4q2P/3pB3/PPr2P2/3RKR2 w - - 3 31,d1d2 c2c1 d2d1 e4b4,2212,77,100,318,mate mateIn2 middlegame pin short,https://lichess.org/0EuAq2U9#61,,
03wQd,5Rk1/p2r1p1p/p3bBp1/8/6r1/8/5PPP/1R4K1 b - - 0 28,g8f8 b1b8 d7d8 b8d8,651,79,100,101,endgame mate mateIn2 short,https://lichess.org/mlFjRb4G/black#56,,
03xdr,3q3r/2pn1pkn/3p4/1p1Pb1N1/1P4QP/3R2P1/5P2/4R1K1 b - - 5 30,g7h6 g5f7,909,77,100,387,cornerMate mate mateIn1 middlegame oneMove,https://lichess.org/uwuHnH3x/black#60,,
03xrP,8/5p2/4bKpk/5P2/1R6/8/8/8 b - - 0 46,e6f5 b4h4,805,82,100,146,endgame master mate mateIn1 oneMove,https://lichess.org/JrkUiz0T/black#92,,
03ySy,8/1b1n4/p2p1nQ1/4pP2/4P2k/2pP2P1/2q4P/5R1K b - - 0 33,h4h3 g6h6 f6h5 h6h5,903,77,100,502,endgame mate mateIn2 short,https://lichess.org/Pxs7VTkN/black#66,,
03zL4,8/1rk5/6R1/7p/8/8/6P1/6K1 b - - 0 51,b7a7 g6g7 c7b6 g7a7,986,106,100,29,crushing endgame rookEndgame short,https://lichess.org/oiPRgYCg/black#102,,
03zZy,8/5kpp/3Bp3/pP2P3/P1r5/5PKP/6P1/8 b - - 0 46,c4a4 b5b6 a4a1 b6b7,731,78,100,247,advancedPawn crushing endgame short,https://lichess.org/t3gtqRWw/black#92,,
040Jw,2kr4/1ppr2pp/p1n2p2/1Bb5/3N2bB/2P1P3/PP3PPP/R3K2R w KQ - 0 16,d4c6 d7d1 a1d1 d8d1,862,90,100,49,mate mateIn2 middlegame short,https://lichess.org/mbvX4Qtz#31,Englund_Gambit Englund_Gambit_Hartlaub-Charlick_Gambit,
041Bo,8/3b3p/3p2pQ/8/2P2P2/3P1Bk1/P6p/1r5K w - - 1 33,f3d1 b1d1,402,93,100,1032,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/sD8w0FYB#65,,
041xC,6k1/5p1p/1R3K2/ppr2p2/8/8/7P/8 b - - 6 37,b5b4 b6b8 c5c8 b8c8,522,93,100,162,endgame mate mateIn2 rookEndgame short,https://lichess.org/ciLeXIJw/black#74,,
041yQ,8/1p3pk1/p1pN1bp1/2P5/1P6/P5P1/3Q1P1K/1q6 b - - 9 40,b1b3 d6e8 g7f8 e8f6,1118,75,100,338,crushing deflection endgame master short,https://lichess.org/HMPPmCe6/black#80,,
042nl,r3kb1r/5ppp/p4n1q/1p3P2/3BB1Q1/8/PPP3PP/3RR1K1 b kq - 0 18,f6g4 e4c6 e8d8 d4b6 d8c8 e1e8,1965,76,100,572,doubleCheck long mate mateIn3 middlegame,https://lichess.org/EvXLbulO/black#36,Sicilian_Defense Sicilian_Defense_Sozin_Attack,
042nn,r1b2rk1/pp2bpp1/2q2n2/1Np1n1Np/8/P3P2P/1PQBBPP1/R2R2K1 b - - 8 18,f6d7 c2h7,732,77,100,116,mate mateIn1 middlegame oneMove,https://lichess.org/AXd8Kc5t/black#36,Benoni_Defense Benoni_Defense_Old_Benoni,
042q7,r1b2rk1/ppq2pp1/2nb3p/2p5/3pP1n1/P2P1N2/1P3PPP/RNBQRBK1 w - - 4 14,h2h3 d6h2 f3h2 c7h2,1148,76,100,107,kingsideAttack mate mateIn2 opening short,https://lichess.org/gda74Qgw#27,English_Opening English_Opening_Anglo-Indian_Defense,
043J0,4R3/3n1pBk/2p4p/1b1p1P1N/8/1P4K1/6PP/5r2 b - - 4 31,f1f5 e8h8 h7g6 h8h6 g6g5 h2h4,1422,74,100,572,endgame long mate mateIn3,https://lichess.org/7x8GO3VZ/black#62,,
043Mi,4Q3/5rk1/b1p5/4p3/1p2qpP1/1P3n2/KP6/7R b - - 1 36,e4d5 e8h8 g7g6 h8h6,1158,76,100,1232,endgame mate mateIn2 short,https://lichess.org/TUVaETdo/black#72,,
043V9,r2q1rk1/2n2p1n/2pp2R1/pp2P2p/3P4/P1PB2QP/1P1N2P1/R5K1 b - - 0 20,f7g6 g3g6 g8h8 g6h7,752,78,100,175,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Mh4PI5lp/black#40,,
043oQ,6k1/pp2r2p/4P1p1/5n2/8/PB4P1/1P4KP/3R4 w - - 3 41,g3g4 f5e3 g2f2 e3d1,808,95,100,32,advantage endgame fork master short,https://lichess.org/OAbcuKnh#81,,
045Ao,5rk1/5pp1/p7/1p5R/2qPQ3/7P/6PK/8 b - - 7 46,b5b4 e4h7,644,79,100,243,endgame mate mateIn1 oneMove,https://lichess.org/1zpr5jTi/black#92,,
046AR,3r1b1r/pp4pk/2p1p2p/5b1B/3Pq3/2P3P1/PP1K3P/R1BQ3R w - - 3 20,h5f3 d8d4 c3d4 f8b4,2164,78,100,508,mate mateIn2 middlegame sacrifice short,https://lichess.org/YDapWTRT#39,,
046tY,r1b2rk1/3n1p1p/p2p1p2/1p1Nq3/4P3/1PP2Q2/1P3PPP/R4RK1 b - - 0 16,c8b7 f3g4 g8h8 g4d7 b7d5 e4d5,1590,110,100,86,equality fork long middlegame,https://lichess.org/1wTsaNQ5/black#32,,
047iS,3B2k1/1R3p1b/4p1pP/3pP3/3P2Q1/2N1q3/3nN1K1/5r2 w - - 5 39,d8f6 e3f2 g2h3 f1h1,1871,132,100,10,middlegame,https://lichess.org/avvTNgYt#77,,
047ma,4k3/4r3/p1bb1n1Q/2p5/2P4P/P5P1/1P3P2/6K1 w - - 5 40,h6f6 e7e1 g1h2 e1h1,900,78,100,450,endgame mate mateIn2 operaMate short,https://lichess.org/3fvTradX#79,,
0482f,8/p5pk/2R4p/q4p2/P7/4P2P/5PP1/R5K1 w - - 2 32,g1h2 a5e5 g2g3 e5a1,922,77,100,442,advantage endgame fork queenRookEndgame short,https://lichess.org/XMyDecmG#63,,
048Kv,r1N2r1k/p5pp/2p1Q3/3p4/2B5/8/PP3qPP/R2K3R w - - 1 22,c4b3 f2b2 h1e1 b2a1 d1c2 a1d4,2580,125,100,26,middlegame,https://lichess.org/DSdD3mf6#43,,
048VI,4r3/1Q3ppp/p2p1n2/3r1k2/P4B2/8/1PP2PPP/4R1K1 w - - 13 23,e1e8 d5d1 e8e1 d1e1,525,79,100,281,backRankMate endgame mate mateIn2 short,https://lichess.org/Y3EBmIFT#45,,
4990,r1r3k1/p2R1pp1/1p2p2p/4q3/8/4B3/P1P3PP/3R1Q1K b - - 1 26,e5e3 f1f7 g8h8 f7g7,1003,77,100,414,endgame mate mateIn2 short,https://lichess.org/J28xliWQ/black#52,,
049rt,4r1k1/1bqnp1bp/3pQrpN/p1pP4/1pP2P2/4B1NP/PP4P1/1R3RK1 b - - 11 23,g8f8 e6g8,1019,83,100,157,mate mateIn1 middlegame oneMove,https://lichess.org/QJnPKyNm/black#46,,
04ANp,4r3/p5pk/7p/4qn2/2P1Np2/1P3P2/P1Q3PP/3R3K w - - 5 42,e4d6 e5e1 d1e1 e8e1,605,80,100,262,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/x440xhoD#83,,
04Ake,3r2k1/1Q3p2/p3b3/5q2/P5rp/5N2/5PPB/R4RK1 w - - 0 32,f3e5 e6d5 b7d5 d8d5 e5g4 f5g4,1912,94,100,33,middlegame,https://lichess.org/ZDozgjqX#63,,
04BBn,r5r1/1p1k1p2/p3b2q/3Bb3/8/P2Q3P/1P3PP1/R4RK1 b - - 0 24,h6h3 d5e6 d7e6 d3h3,1333,75,100,2129,attraction crushing doubleCheck intermezzo middlegame short,https://lichess.org/ozbgYchS/black#48,,
04BFR,3r3k/5p1p/p6b/4N2P/3NP3/3Kn3/P1r5/6R1 b - - 4 31,c2a2 e5f7,882,76,100,412,cornerMate mate mateIn1 middlegame oneMove,https://lichess.org/Ejc4o4mL/black#62,,
04BWh,8/1pkn3Q/2pb4/p3q3/8/5R2/PPB2rPP/7K w - - 0 30,f3f2 e5e1 f2f1 e1f1,684,83,100,552,endgame fork mate mateIn2 short,https://lichess.org/qbwhQZcN#59,,
04BZg,8/4kppp/pp1Rp3/2p5/P3KP2/2P3rP/1P6/3B4 w - - 8 33,d6b6 f7f5 e4e5 g3e3,996,76,100,209,endgame mate mateIn2 short,https://lichess.org/GghBC3DA#65,,
04BvQ,8/1p3ppk/1P5p/2q5/p1P1QB1b/P4K1P/6P1/8 b - - 3 35,g7g6 f4e3 c5a3 e4h4,1824,75,100,183,endgame,https://lichess.org/zq84BeGM/black#70,,
04Cf3,3r2k1/1p3ppb/2p5/p3BPPQ/7P/Pq5N/6B1/2K2R2 w - - 0 27,e5b2 b3c4 c1b1 d8d2 h5h7 g8h7,2615,87,100,154,crushing long middlegame,https://lichess.org/LuLWsfuf#53,,
04DmI,4k3/pbp1r3/1p3qnQ/4p1N1/2Pn1P2/8/PP4PP/R4RK1 w - - 0 28,f4e5 d4e2 g1h1 b7g2 h1g2 g6f4,2030,75,100,304,attraction crushing kingsideAttack long middlegame sacrifice,https://lichess.org/Lo1fjI0C#55,,
04EKu,8/1p3k2/p2p1np1/3P4/1P2BP2/4K3/P7/8 w - - 4 38,e3f3 f6e4 f3e4 f7f6,1032,77,100,345,crushing defensiveMove endgame short,https://lichess.org/Qu5MrW3P#75,,
04EL2,r2qk2r/1pp3pp/1pp3n1/5bNQ/3P4/4B2P/PP3P2/R4RK1 b kq - 4 18,e8g8 h5h7,486,91,100,196,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JpLiQCII/black#36,Ruy_Lopez Ruy_Lopez_Classical_Variation,
04FyS,3k4/1ppn1ppp/p7/3N4/1QP5/P7/KP5P/7q b - - 5 24,h1h2 b4e7 d8c8 e7e8,1049,76,100,168,endgame mate mateIn2 short,https://lichess.org/JCpo8jdk/black#48,,
04GCl,8/7p/8/1B1k4/P5RP/1r6/3r2PK/8 b - - 0 50,d5e6 b5c4 e6d6 c4b3,1547,214,100,6,endgame master,https://lichess.org/TsT6neM1/black#100,,
04GQG,4r3/p1k3p1/P1p5/1p2b3/8/1K1Q3P/5rP1/3RR2q b - - 3 46,h1g2 d3d7 c7b6 d7b7 b6a5 d1a1,1341,75,100,452,crushing fork long middlegame,https://lichess.org/epqqNN5Q/black#92,,
04GUJ,1rb3k1/2p2ppp/5n2/3p4/1p6/1P1P1NP1/P3QPBP/q3R1K1 b - - 0 18,a1c3 e2e8 f6e8 e1e8,511,88,100,134,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/qKay3OxO/black#36,Mieses_Opening Mieses_Opening_Other_variations,
04Gew,rnb1rQ1k/pp5p/6pB/2p5/2PpP2q/3P2NP/PP4B1/R3NRK1 b - - 2 18,e8f8 f1f8,610,102,100,211,kingsideAttack mate mateIn1 middlegame oneMove pillsburysMate,https://lichess.org/scSK4Ncm/black#36,Kings_Indian_Attack Kings_Indian_Attack_Other_variations,
04GnK,5bk1/5R2/6pp/2N5/1p6/1P3N1P/1r3PP1/6K1 w - - 1 36,f7c7 b2b1 g1h2 f8d6 g2g3 d6c7,975,76,100,539,advantage endgame fork long,https://lichess.org/r6nocbJC#71,,
04HJt,rnbq3r/ppp2kpp/3b4/3p3Q/4n3/3B4/PPPP1PPP/RNB1K2R b KQ - 1 7,g7g6 h5d5 c8e6 d5e4,1837,104,100,80,equality fork opening short,https://lichess.org/vU8DaLLy/black#14,,
04Hd0,8/1p4k1/p1q2p2/2b5/7p/6rP/PP1BQ1P1/R3R2K w - - 1 34,d2c3 g3h3,1293,75,100,1099,mate mateIn1 middlegame oneMove pin,https://lichess.org/kBDn5BjP#67,,
04Huo,4q1k1/pb5p/1p3Qp1/2p2p2/2P5/1P1P3P/1BP3P1/7K b - - 1 27,e8c6 f6g7,1019,76,100,266,endgame mate mateIn1 oneMove,https://lichess.org/pBs9mWED/black#54,,
04I9o,2r2rk1/ppqnbppp/3p4/3Pp1N1/8/2PQ1N2/PP3PPP/R4RK1 b - - 2 16,h7h6 d3h7,510,88,100,150,mate mateIn1 middlegame oneMove,https://lichess.org/3gLEKyHq/black#32,Czech_Defense Czech_Defense_Other_variations,
04JNz,4r3/1p3pk1/3r4/1pp5/8/8/PPP3P1/1K1R4 w - - 0 25,d1d6 e8e1 d6d1 e1d1,468,98,100,175,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/y6KCjy2x#49,,
04KAV,2r2bk1/3R3p/1p1p2p1/3np3/P3R3/1P6/1B3PKP/8 w - - 3 30,e4e2 d5f4 g2f1 f4e2,794,79,100,271,advantage endgame fork short,https://lichess.org/VhHxcorA#59,,
04KbO,2N5/8/1P2p2p/3b1k2/5p2/8/5K1P/8 b - - 1 48,d5c6 c8e7 f5e5 e7c6,974,76,100,576,crushing endgame fork short,https://lichess.org/qBAzaib9/black#96,,
04M9E,4r1k1/1p3q1p/p3NPpP/3p4/4bR2/2Q5/P4P2/6K1 b - - 0 33,f7e6 f6f7 e6f7 f4f7,860,81,100,254,advancedPawn advantage endgame fork short,https://lichess.org/VnEuJ53q/black#66,,
04MYK,r1b2r2/ppPn1kpp/8/4q1N1/3b4/3Q4/PP3PPP/R1B2RK1 b - - 7 18,f7g8 d3h7,598,88,100,108,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/7f4Ud9nZ/black#36,Ponziani_Opening Ponziani_Opening_Neumann_Gambit,
04Mpq,r2k3r/p1p1qp1p/1p1p1p2/1B2P3/8/2P2Q2/P1P3PP/1R5K b - - 0 18,f6e5 f3a8,596,78,100,467,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/erJb0g8w/black#36,Vienna_Game Vienna_Game_Stanley_Variation,
04OnZ,2kr2r1/1pp2p1p/2qp1p2/Qpb5/4P1b1/3B4/PPP2PPP/R4R1K b - - 3 15,g4d7 a5a8,629,93,100,539,mate mateIn1 middlegame oneMove,https://lichess.org/UNew57kW/black#30,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense,
04Ozj,r2q1rk1/ppp3b1/3p4/3Pp1Q1/2P1P1n1/2N5/PP3P2/R3K1R1 b Q - 1 18,g4f2 g5g7,706,89,100,155,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/5tIHihhp/black#36,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation,
04PNh,8/8/pk6/1pp1p1p1/1P1bP1P1/PN3P2/2K5/8 w - - 0 46,c2d3 c5c4 d3c2 c4b3,935,83,100,97,crushing endgame fork short,https://lichess.org/8uVcxeoy#91,,
04QlX,5Q2/5p1k/p4P1p/1p2P2P/2p3q1/4n3/PPP3P1/2Kr3R w - - 0 39,h1d1 g4d1,576,85,100,285,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/tvWltpgv#77,,
04Qpn,2kr3r/1ppbqp2/B3p3/6pp/6n1/N3PQ2/PP3PPP/R4RK1 b - - 0 17,b7a6 f3a8,727,98,100,38,mate mateIn1 middlegame oneMove,https://lichess.org/h8w3o95a/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights_Variation,
04QvV,5r1k/p5p1/1p5p/4P3/3p4/5KP1/PP5P/5R2 w - - 2 32,f3e2 d4d3 e2d3 f8f1,1184,164,100,11,endgame,https://lichess.org/1AKXG1nY#63,,
04Rnz,2k4r/ppp3pp/3bp3/q7/3n4/8/PPP2PPP/R1BQ2K1 w - - 0 15,d1d4 a5e1,521,86,100,267,endgame mate mateIn1 oneMove,https://lichess.org/TlpoHpDr#29,Italian_Game Italian_Game_Scotch_Gambit,
